"fuente";"columna";"valores_distintos_en_fuente";"valor";"observaciones"
EXPORTACIONES;CATEGORY;341;"89";356
GEIH;CATEGORY;599;"89";3230
GEIH;CATEGORY;599;"9";11873
EXPORTACIONES;CATEGORY;341;"90";744
GEIH;CATEGORY;599;"90";7456
EXPORTACIONES;CATEGORY;341;"91";14
GEIH;CATEGORY;599;"91";4731
GEIH;CATEGORY;599;"9100";5
GEIH;CATEGORY;599;"9111";2521
GEIH;CATEGORY;599;"9112";2516
GEIH;CATEGORY;599;"9121";1587
GEIH;CATEGORY;599;"9122";1759
GEIH;CATEGORY;599;"9123";28
GEIH;CATEGORY;599;"9129";826
GEIH;CATEGORY;599;"92";9320
GEIH;CATEGORY;599;"9211";1844
GEIH;CATEGORY;599;"9212";1072
GEIH;CATEGORY;599;"9213";822
GEIH;CATEGORY;599;"9214";1216
GEIH;CATEGORY;599;"9215";597
GEIH;CATEGORY;599;"9216";295
GEIH;CATEGORY;599;"93";10979
GEIH;CATEGORY;599;"9311";933
GEIH;CATEGORY;599;"9312";1285
GEIH;CATEGORY;599;"9313";2508
GEIH;CATEGORY;599;"9321";1518
GEIH;CATEGORY;599;"9329";1391
GEIH;CATEGORY;599;"9331";662
GEIH;CATEGORY;599;"9332";487
GEIH;CATEGORY;599;"9333";2374
GEIH;CATEGORY;599;"9334";1481
GEIH;CATEGORY;599;"94";9057
GEIH;CATEGORY;599;"9411";2333
GEIH;CATEGORY;599;"9412";2262
GEIH;CATEGORY;599;"9421";5
GEIH;CATEGORY;599;"95";12501
GEIH;CATEGORY;599;"9510";1366
GEIH;CATEGORY;599;"9511";5
GEIH;CATEGORY;599;"9520";2347
GEIH;CATEGORY;599;"9522";5
GEIH;CATEGORY;599;"96";7133
GEIH;CATEGORY;599;"9611";2056
GEIH;CATEGORY;599;"9612";1599
GEIH;CATEGORY;599;"9613";1200
GEIH;CATEGORY;599;"9621";2269
GEIH;CATEGORY;599;"9622";1124
GEIH;CATEGORY;599;"9624";142
GEIH;CATEGORY;599;"9625";28
GEIH;CATEGORY;599;"9626";624
GEIH;CATEGORY;599;"9629";1162
GEIH;CATEGORY;599;"97";10460
GEIH;CATEGORY;599;"9700";5
GEIH;CATEGORY;599;"98";5172
GEIH;CATEGORY;599;"99";6162
EXPORTACIONES;CATEGORY;341;A;372
GEIH;CATEGORY;599;A;10950
EXPORTACIONES;CATEGORY;341;ABW;362
EMICRON;CATEGORY;194;ACTIVITY_01;18602
EMICRON;CATEGORY;194;ACTIVITY_02;18054
EMICRON;CATEGORY;194;ACTIVITY_03;18627
EMICRON;CATEGORY;194;ACTIVITY_04;18406
EMICRON;CATEGORY;194;ACTIVITY_05;18627
EMICRON;CATEGORY;194;ACTIVITY_06;18552
EMICRON;CATEGORY;194;ACTIVITY_07;18624
EMICRON;CATEGORY;194;ACTIVITY_08;18436
EMICRON;CATEGORY;194;ACTIVITY_09;18575
EMICRON;CATEGORY;194;ACTIVITY_10;18448
EMICRON;CATEGORY;194;ACTIVITY_11;18437
EMICRON;CATEGORY;194;ACTIVITY_12;18618
EMICRON;CATEGORY;194;ACTIVOS;2577
EMICRON;CATEGORY;194;ACT_01;2742
EMICRON;CATEGORY;194;ACT_02;2742
EMICRON;CATEGORY;194;ACT_03;2742
EMICRON;CATEGORY;194;ACT_04;2742
EMICRON;CATEGORY;194;ACT_05;2742
EMICRON;CATEGORY;194;ACT_06;2742
EMICRON;CATEGORY;194;ACT_07;2742
EMICRON;CATEGORY;194;ACT_08;2742
EMICRON;CATEGORY;194;ACT_09;2742
EMICRON;CATEGORY;194;ACT_10;2742
EMICRON;CATEGORY;194;ACT_11;2742
EMICRON;CATEGORY;194;ACT_12;2742
EMICRON;CATEGORY;194;ACT_13;2742
EXPORTACIONES;CATEGORY;341;ADZ;256
EXPORTACIONES;CATEGORY;341;AFG;56
EXPORTACIONES;CATEGORY;341;AGO;334
EMICRON;CATEGORY;194;AHORROS;2742
EXPORTACIONES;CATEGORY;341;AIA;94
EXPORTACIONES;CATEGORY;341;ALB;198
EMICRON;CATEGORY;194;ALCALDIA;2643
EMICRON;CATEGORY;194;AMBULANTE;2742
EMICRON;CATEGORY;194;AMPLIAR;2577
EXPORTACIONES;CATEGORY;341;AND;32
EXPORTACIONES;CATEGORY;341;ANT;92
GEIH;CATEGORY;599;ANY_REPORTED;951
EXPORTACIONES;CATEGORY;341;APO;2
EXPORTACIONES;CATEGORY;341;ARE;362
EXPORTACIONES;CATEGORY;341;ARG;362
EXPORTACIONES;CATEGORY;341;ARM;194
EMICRON;CATEGORY;194;ARRIENDO;2742
EXPORTACIONES;CATEGORY;341;ASM;2
EXPORTACIONES;CATEGORY;341;ATG;348
EXPORTACIONES;CATEGORY;341;AUC;40
EXPORTACIONES;CATEGORY;341;AUS;362
EXPORTACIONES;CATEGORY;341;AUT;372
EXPORTACIONES;CATEGORY;341;AXM;178
EXPORTACIONES;CATEGORY;341;AZE;334
EXPORTACIONES;CATEGORY;341;B;372
GEIH;CATEGORY;599;B;8402
EMICRON;CATEGORY;194;BAJA_EMPLEABILIDAD;2742
EMICRON;CATEGORY;194;BALANCE_PYG;2742
EXPORTACIONES;CATEGORY;341;BAQ;372
EXPORTACIONES;CATEGORY;341;BDI;24
EXPORTACIONES;CATEGORY;341;BEL;362
EXPORTACIONES;CATEGORY;341;BEN;180
EXPORTACIONES;CATEGORY;341;BES;152
EXPORTACIONES;CATEGORY;341;BFA;44
EXPORTACIONES;CATEGORY;341;BGA;368
EXPORTACIONES;CATEGORY;341;BGD;198
EXPORTACIONES;CATEGORY;341;BGR;348
EXPORTACIONES;CATEGORY;341;BHR;362
EXPORTACIONES;CATEGORY;341;BHS;362
EXPORTACIONES;CATEGORY;341;BIH;138
EXPORTACIONES;CATEGORY;341;BLR;362
EXPORTACIONES;CATEGORY;341;BLZ;360
EXPORTACIONES;CATEGORY;341;BMU;220
EXPORTACIONES;CATEGORY;341;BOG;372
EXPORTACIONES;CATEGORY;341;BOL;362
EXPORTACIONES;CATEGORY;341;BRA;362
EXPORTACIONES;CATEGORY;341;BRB;362
EXPORTACIONES;CATEGORY;341;BRN;110
EXPORTACIONES;CATEGORY;341;BUN;372
EXPORTACIONES;CATEGORY;341;BVT;10
EXPORTACIONES;CATEGORY;341;BWA;18
EXPORTACIONES;CATEGORY;341;C;372
GEIH;CATEGORY;599;C;11072
EXPORTACIONES;CATEGORY;341;CAF;6
EXPORTACIONES;CATEGORY;341;CAN;362
EMICRON;CATEGORY;194;CAPITAL_SEMILLA;2742
EMICRON;CATEGORY;194;CENTRALES_RIESGO;2515
EXPORTACIONES;CATEGORY;341;CHE;372
EMICRON;CATEGORY;194;CHEQUE;2580
EXPORTACIONES;CATEGORY;341;CHL;362
EXPORTACIONES;CATEGORY;341;CHN;362
EXPORTACIONES;CATEGORY;341;CIV;360
EXPORTACIONES;CATEGORY;341;CLO;372
EXPORTACIONES;CATEGORY;341;CMR;340
EXPORTACIONES;CATEGORY;341;COD;260
EXPORTACIONES;CATEGORY;341;COG;344
EXPORTACIONES;CATEGORY;341;COK;2
EXPORTACIONES;CATEGORY;341;COL;254
EXPORTACIONES;CATEGORY;341;COM;78
EMICRON;CATEGORY;194;COMPLEMENTAR_INGRESO;2742
EMICRON;CATEGORY;194;COMUN;2739
EMICRON;CATEGORY;194;CONVENCIONAL_DOS_MAS;2742
EMICRON;CATEGORY;194;CONVENCIONAL_NINGUNO;2742
EMICRON;CATEGORY;194;CONVENCIONAL_UNO;2742
EMICRON;CATEGORY;194;COOPERATIVA;2577
EMICRON;CATEGORY;194;COSTOSO;5484
EXPORTACIONES;CATEGORY;341;CPV;162
EXPORTACIONES;CATEGORY;341;CRI;362
EXPORTACIONES;CATEGORY;341;CTG;372
EMICRON;CATEGORY;194;CUATRO_MAS;2742
EXPORTACIONES;CATEGORY;341;CUB;362
EMICRON;CATEGORY;194;CUBRIR_GASTOS;2577
EXPORTACIONES;CATEGORY;341;CUC;296
EMICRON;CATEGORY;194;CUENTA_PROPIA;2742
EXPORTACIONES;CATEGORY;341;CUW;266
EXPORTACIONES;CATEGORY;341;CVE;354
EXPORTACIONES;CATEGORY;341;CYM;310
EXPORTACIONES;CATEGORY;341;CYP;290
EXPORTACIONES;CATEGORY;341;CZE;366
EXPORTACIONES;CATEGORY;341;D;358
GEIH;CATEGORY;599;D;10212
EMICRON;CATEGORY;194;DEPRIVED;12177
EXPORTACIONES;CATEGORY;341;DEU;362
EXPORTACIONES;CATEGORY;341;DJI;160
EXPORTACIONES;CATEGORY;341;DMA;352
EXPORTACIONES;CATEGORY;341;DNK;362
EXPORTACIONES;CATEGORY;341;DOM;362
EMICRON;CATEGORY;194;DOMICILIO;2742
EMICRON;CATEGORY;194;DOMICILIO_CLIENTE;2736
EMICRON;CATEGORY;194;DOS_TRES;2742
EXPORTACIONES;CATEGORY;341;DZA;286
EXPORTACIONES;CATEGORY;341;E;372
GEIH;CATEGORY;599;E;10286
EXPORTACIONES;CATEGORY;341;ECU;372
EMICRON;CATEGORY;194;EFECTIVO;2580
EXPORTACIONES;CATEGORY;341;EGY;358
EXPORTACIONES;CATEGORY;341;EJA;2
EMICRON;CATEGORY;194;EJERCER_OFICIO;2742
EMICRON;CATEGORY;194;EMERGENCIAS;2577
EMICRON;CATEGORY;194;EMPEÑO;2578
EXPORTACIONES;CATEGORY;341;ERI;12
EMICRON;CATEGORY;194;ESCRITORIO_DOS_MAS;2720
EMICRON;CATEGORY;194;ESCRITORIO_NINGUNO;2720
EMICRON;CATEGORY;194;ESCRITORIO_UNO;2720
EXPORTACIONES;CATEGORY;341;ESP;362
EXPORTACIONES;CATEGORY;341;EST;346
EMICRON;CATEGORY;194;ESTACIONARIO;2738
EXPORTACIONES;CATEGORY;341;ETH;266
EMICRON;CATEGORY;194;EXCLUSIVO;2742
GEIH;CATEGORY;599;F;11084
EMICRON;CATEGORY;194;FACTURA_PLAZO;2580
EMICRON;CATEGORY;194;FAMILIARES;2742
EMICRON;CATEGORY;194;FAMILIA_AMIGOS;5155
EMICRON;CATEGORY;194;FIJO;2742
EXPORTACIONES;CATEGORY;341;FIN;372
EMICRON;CATEGORY;194;FINANCIERA;5155
EMICRON;CATEGORY;194;FINCA;2742
EXPORTACIONES;CATEGORY;341;FJI;142
EXPORTACIONES;CATEGORY;341;FRA;362
EXPORTACIONES;CATEGORY;341;FRO;4
EXPORTACIONES;CATEGORY;341;FSM;6
EXPORTACIONES;CATEGORY;341;G;278
GEIH;CATEGORY;599;G;11088
EXPORTACIONES;CATEGORY;341;GAB;320
EMICRON;CATEGORY;194;GARANTIAS;2515
EMICRON;CATEGORY;194;GASTOS_HOGAR;2577
EXPORTACIONES;CATEGORY;341;GBR;362
EXPORTACIONES;CATEGORY;341;GEO;286
EXPORTACIONES;CATEGORY;341;GHA;358
EXPORTACIONES;CATEGORY;341;GIB;32
EXPORTACIONES;CATEGORY;341;GIN;288
EXPORTACIONES;CATEGORY;341;GLP;362
EXPORTACIONES;CATEGORY;341;GMB;24
EXPORTACIONES;CATEGORY;341;GNB;72
EXPORTACIONES;CATEGORY;341;GNQ;124
EMICRON;CATEGORY;194;GOTA_GOTA;2578
EXPORTACIONES;CATEGORY;341;GRC;362
EXPORTACIONES;CATEGORY;341;GRD;348
EMICRON;CATEGORY;194;GRUPO_AHORRO;2577
EXPORTACIONES;CATEGORY;341;GTM;362
EXPORTACIONES;CATEGORY;341;GUF;326
EXPORTACIONES;CATEGORY;341;GUM;360
EXPORTACIONES;CATEGORY;341;GUY;362
EXPORTACIONES;CATEGORY;341;H;314
GEIH;CATEGORY;599;H;11078
EXPORTACIONES;CATEGORY;341;HKG;362
EXPORTACIONES;CATEGORY;341;HMD;4
EXPORTACIONES;CATEGORY;341;HND;362
EMICRON;CATEGORY;194;HOMBRE;2742
EXPORTACIONES;CATEGORY;341;HRV;356
EXPORTACIONES;CATEGORY;341;HTI;362
EXPORTACIONES;CATEGORY;341;HUN;362
GEIH;CATEGORY;599;I;11086
EMICRON;CATEGORY;194;ICA;2643
EXPORTACIONES;CATEGORY;341;IDN;362
EXPORTACIONES;CATEGORY;341;IMN;6
EXPORTACIONES;CATEGORY;341;IND;362
EMICRON;CATEGORY;194;INFORMES_FINANCIEROS;2742
EMICRON;CATEGORY;194;INGRESOS_INSUFICIENTES;2515
EMICRON;CATEGORY;194;INTERESES_ALTOS;2580
EXPORTACIONES;CATEGORY;341;IOT;12
EXPORTACIONES;CATEGORY;341;IPI;372
EXPORTACIONES;CATEGORY;341;IRL;362
EXPORTACIONES;CATEGORY;341;IRN;146
EXPORTACIONES;CATEGORY;341;IRQ;336
EXPORTACIONES;CATEGORY;341;ISL;152
EXPORTACIONES;CATEGORY;341;ISR;362
EXPORTACIONES;CATEGORY;341;ITA;362
EXPORTACIONES;CATEGORY;341;J;372
GEIH;CATEGORY;599;J;10476
EXPORTACIONES;CATEGORY;341;JAM;362
EXPORTACIONES;CATEGORY;341;JOR;356
EXPORTACIONES;CATEGORY;341;JPN;362
GEIH;CATEGORY;599;K;10718
EXPORTACIONES;CATEGORY;341;KAZ;362
EXPORTACIONES;CATEGORY;341;KEN;346
EXPORTACIONES;CATEGORY;341;KGZ;264
EXPORTACIONES;CATEGORY;341;KHM;224
EMICRON;CATEGORY;194;KIOSCO_CASETA;2737
EXPORTACIONES;CATEGORY;341;KNA;314
EXPORTACIONES;CATEGORY;341;KOR;372
EXPORTACIONES;CATEGORY;341;KWT;362
GEIH;CATEGORY;599;L;9334
EXPORTACIONES;CATEGORY;341;LAO;20
EXPORTACIONES;CATEGORY;341;LBN;362
EXPORTACIONES;CATEGORY;341;LBR;276
EXPORTACIONES;CATEGORY;341;LBY;274
EXPORTACIONES;CATEGORY;341;LCA;362
EXPORTACIONES;CATEGORY;341;LET;134
EMICRON;CATEGORY;194;LIBRO_DIARIO;2742
EXPORTACIONES;CATEGORY;341;LIE;28
EXPORTACIONES;CATEGORY;341;LKA;320
EMICRON;CATEGORY;194;LOCAL;2742
EMICRON;CATEGORY;194;LOCALES_CLIENTES;2736
EMICRON;CATEGORY;194;LOCAL_TIENDA;2737
EXPORTACIONES;CATEGORY;341;LSO;2
EXPORTACIONES;CATEGORY;341;LTU;354
EXPORTACIONES;CATEGORY;341;LUX;136
EXPORTACIONES;CATEGORY;341;LVA;336
EXPORTACIONES;CATEGORY;341;M;116
GEIH;CATEGORY;599;M;10888
EXPORTACIONES;CATEGORY;341;MA;2
EXPORTACIONES;CATEGORY;341;MAC;120
EXPORTACIONES;CATEGORY;341;MAI;370
EMICRON;CATEGORY;194;MALA_CALIDAD;2742
EXPORTACIONES;CATEGORY;341;MAM;326
EMICRON;CATEGORY;194;MAQUINARIA;2577
EXPORTACIONES;CATEGORY;341;MAR;360
EMICRON;CATEGORY;194;MATERIA_PRIMA;2577
EXPORTACIONES;CATEGORY;341;MCO;70
EXPORTACIONES;CATEGORY;341;MDA;180
EXPORTACIONES;CATEGORY;341;MDE;372
EXPORTACIONES;CATEGORY;341;MDG;186
EXPORTACIONES;CATEGORY;341;MDV;130
EMICRON;CATEGORY;194;MENOS_1;2742
EXPORTACIONES;CATEGORY;341;MEX;362
EXPORTACIONES;CATEGORY;341;MHL;12
EMICRON;CATEGORY;194;MICROCREDITO;2578
EMICRON;CATEGORY;194;MIEDO_DEUDA;2580
EMICRON;CATEGORY;194;MINISTERIO;2643
EXPORTACIONES;CATEGORY;341;MKD;124
EXPORTACIONES;CATEGORY;341;MLI;134
EXPORTACIONES;CATEGORY;341;MLT;232
EXPORTACIONES;CATEGORY;341;MMR;68
EXPORTACIONES;CATEGORY;341;MNE;214
EXPORTACIONES;CATEGORY;341;MNG;36
EXPORTACIONES;CATEGORY;341;MNP;12
EMICRON;CATEGORY;194;MOVIL;5480
EXPORTACIONES;CATEGORY;341;MOZ;288
EXPORTACIONES;CATEGORY;341;MRT;78
EXPORTACIONES;CATEGORY;341;MSR;42
EXPORTACIONES;CATEGORY;341;MTQ;372
EMICRON;CATEGORY;194;MUJER;2742
EXPORTACIONES;CATEGORY;341;MUS;128
EXPORTACIONES;CATEGORY;341;MWI;12
EXPORTACIONES;CATEGORY;341;MYS;362
EXPORTACIONES;CATEGORY;341;MZL;12
GEIH;CATEGORY;599;N;11010
EXPORTACIONES;CATEGORY;341;NAM;36
EXPORTACIONES;CATEGORY;341;NCL;58
EMICRON;CATEGORY;194;NEGOCIO;2577
EXPORTACIONES;CATEGORY;341;NER;34
EXPORTACIONES;CATEGORY;341;NFK;4
EXPORTACIONES;CATEGORY;341;NGA;360
EXPORTACIONES;CATEGORY;341;NIC;362
EXPORTACIONES;CATEGORY;341;NLD;372
EMICRON;CATEGORY;194;NO;48085
EMICRON;CATEGORY;194;NOMINA;2577
EXPORTACIONES;CATEGORY;341;NOR;362
EMICRON;CATEGORY;194;NO_ALCANZO;2580
EMICRON;CATEGORY;194;NO_APLICA;2742
EMICRON;CATEGORY;194;NO_CONFIA;2580
EMICRON;CATEGORY;194;NO_EXCLUSIVO;2742
EMICRON;CATEGORY;194;NO_FAMILIARES;2742
EMICRON;CATEGORY;194;NO_INFORMA;8217
EMICRON;CATEGORY;194;NO_INTERESA;2580
EMICRON;CATEGORY;194;NO_NECESITA;10806
EMICRON;CATEGORY;194;NO_REQUIRIO;2742
EMICRON;CATEGORY;194;NO_REQUISITOS;2580
EMICRON;CATEGORY;194;NO_RESPONSABLE;8217
EMICRON;CATEGORY;194;NO_SABE;8064
EMICRON;CATEGORY;194;NO_SABE_USAR;5484
EXPORTACIONES;CATEGORY;341;NPL;24
EXPORTACIONES;CATEGORY;341;NZL;362
GEIH;CATEGORY;599;O;11082
EMICRON;CATEGORY;194;OBRA;2742
EMICRON;CATEGORY;194;OFICINA_CONSULTORIO;2737
EXPORTACIONES;CATEGORY;341;OMN;348
EMICRON;CATEGORY;194;OPORTUNIDAD;2742
EMICRON;CATEGORY;194;ORG_01;1958
EMICRON;CATEGORY;194;ORG_02;1958
EMICRON;CATEGORY;194;ORG_03;1958
EMICRON;CATEGORY;194;ORG_04;1958
EMICRON;CATEGORY;194;ORG_05;1958
EMICRON;CATEGORY;194;ORG_06;1958
EMICRON;CATEGORY;194;ORG_07;1958
EMICRON;CATEGORY;194;ORG_08;1958
EMICRON;CATEGORY;194;OTRAS_CUENTAS;2742
EMICRON;CATEGORY;194;OTRAS_PERSONAS;2742
EMICRON;CATEGORY;194;OTRO;29183
EMICRON;CATEGORY;194;OTRO_NEGOCIO;2577
GEIH;CATEGORY;599;P;11066
EMICRON;CATEGORY;194;PAGAR_DEUDAS;2577
EXPORTACIONES;CATEGORY;341;PAK;348
EXPORTACIONES;CATEGORY;341;PAN;362
EMICRON;CATEGORY;194;PATRON;2742
EXPORTACIONES;CATEGORY;341;PBO;2
EXPORTACIONES;CATEGORY;341;PCN;2
EXPORTACIONES;CATEGORY;341;PEI;362
EXPORTACIONES;CATEGORY;341;PER;362
EMICRON;CATEGORY;194;PERSONALES;2577
EMICRON;CATEGORY;194;PERSONA_JURIDICA;2730
EMICRON;CATEGORY;194;PERSONA_NATURAL;2730
EXPORTACIONES;CATEGORY;341;PHL;362
EXPORTACIONES;CATEGORY;341;PLW;2
EXPORTACIONES;CATEGORY;341;PNG;72
EXPORTACIONES;CATEGORY;341;POL;362
EMICRON;CATEGORY;194;PORTATIL_DOS_MAS;2720
EMICRON;CATEGORY;194;PORTATIL_NINGUNO;2720
EMICRON;CATEGORY;194;PORTATIL_UNO;2720
EMICRON;CATEGORY;194;POSESION;2742
EMICRON;CATEGORY;194;PRESTAMISTAS;2742
EMICRON;CATEGORY;194;PRESTAMOS_BANCARIOS;2742
EMICRON;CATEGORY;194;PRESTAMOS_FAMILIARES;2742
EXPORTACIONES;CATEGORY;341;PRI;364
EXPORTACIONES;CATEGORY;341;PRK;62
EMICRON;CATEGORY;194;PROPIO_PAGADO;2742
EMICRON;CATEGORY;194;PROPIO_PAGANDO;2742
EMICRON;CATEGORY;194;PROVEEDORES;2578
EXPORTACIONES;CATEGORY;341;PRT;362
EXPORTACIONES;CATEGORY;341;PRY;362
EXPORTACIONES;CATEGORY;341;PSE;148
EXPORTACIONES;CATEGORY;341;PUU;270
EXPORTACIONES;CATEGORY;341;PYF;54
GEIH;CATEGORY;599;Q;11080
EXPORTACIONES;CATEGORY;341;QAT;350
EXPORTACIONES;CATEGORY;341;R;372
GEIH;CATEGORY;599;R;10504
EXPORTACIONES;CATEGORY;341;RCH;372
EMICRON;CATEGORY;194;REFINANCIACION;2577
EMICRON;CATEGORY;194;REMODELACION;2577
EMICRON;CATEGORY;194;REPORTE_NEGATIVO;2580
EXPORTACIONES;CATEGORY;341;REU;110
EXPORTACIONES;CATEGORY;341;ROU;362
EXPORTACIONES;CATEGORY;341;RUS;362
EXPORTACIONES;CATEGORY;341;RWA;68
GEIH;CATEGORY;599;S;11078
EXPORTACIONES;CATEGORY;341;SAR;2
EXPORTACIONES;CATEGORY;341;SAU;362
EXPORTACIONES;CATEGORY;341;SCG;22
EXPORTACIONES;CATEGORY;341;SDN;104
EXPORTACIONES;CATEGORY;341;SEN;218
EMICRON;CATEGORY;194;SERVICIO_01;1958
EMICRON;CATEGORY;194;SERVICIO_02;1958
EMICRON;CATEGORY;194;SERVICIO_03;1958
EMICRON;CATEGORY;194;SERVICIO_04;1958
EMICRON;CATEGORY;194;SERVICIO_05;1958
EMICRON;CATEGORY;194;SERVICIO_06;1958
EMICRON;CATEGORY;194;SERVICIO_07;1958
EMICRON;CATEGORY;194;SERVICIO_08;1958
EXPORTACIONES;CATEGORY;341;SGP;362
EXPORTACIONES;CATEGORY;341;SGS;10
EMICRON;CATEGORY;194;SI;48085
EMICRON;CATEGORY;194;SIMPLIFICADO;2739
EMICRON;CATEGORY;194;SIN_ALTERNATIVA;2742
EMICRON;CATEGORY;194;SIN_COBERTURA;2742
EMICRON;CATEGORY;194;SIN_DEMOSTRAR_INGRESOS;2515
EMICRON;CATEGORY;194;SIN_DISPOSITIVO;2742
EMICRON;CATEGORY;194;SIN_HISTORIAL;2515
EMICRON;CATEGORY;194;SIN_OFERTA;2580
EMICRON;CATEGORY;194;SIN_REGISTRO;2742
EMICRON;CATEGORY;194;SIZE_1;18627
EMICRON;CATEGORY;194;SIZE_2_3;18627
EMICRON;CATEGORY;194;SIZE_4_9;18605
EXPORTACIONES;CATEGORY;341;SJM;2
EXPORTACIONES;CATEGORY;341;SLB;14
EXPORTACIONES;CATEGORY;341;SLE;202
EXPORTACIONES;CATEGORY;341;SLV;362
EMICRON;CATEGORY;194;SMARTPHONE_DOS_MAS;2742
EMICRON;CATEGORY;194;SMARTPHONE_NINGUNO;2742
EMICRON;CATEGORY;194;SMARTPHONE_UNO;2742
EXPORTACIONES;CATEGORY;341;SMR;376
EMICRON;CATEGORY;194;SOLO;2742
EXPORTACIONES;CATEGORY;341;SOM;34
EXPORTACIONES;CATEGORY;341;SRB;120
EXPORTACIONES;CATEGORY;341;SSD;8
EXPORTACIONES;CATEGORY;341;STP;8
EXPORTACIONES;CATEGORY;341;SUR;362
EXPORTACIONES;CATEGORY;341;SVK;362
EXPORTACIONES;CATEGORY;341;SVN;364
EXPORTACIONES;CATEGORY;341;SWE;362
EXPORTACIONES;CATEGORY;341;SWZ;18
EXPORTACIONES;CATEGORY;341;SXM;2
EXPORTACIONES;CATEGORY;341;SYC;116
EXPORTACIONES;CATEGORY;341;SYR;198
GEIH;CATEGORY;599;T;10896
EMICRON;CATEGORY;194;TABLETA_DOS_MAS;2720
EMICRON;CATEGORY;194;TABLETA_NINGUNO;2720
EMICRON;CATEGORY;194;TABLETA_UNO;2720
EMICRON;CATEGORY;194;TALLER_FABRICA;2737
EMICRON;CATEGORY;194;TARJETA_CREDITO;2580
EMICRON;CATEGORY;194;TARJETA_DEBITO;2580
EXPORTACIONES;CATEGORY;341;TCA;196
EXPORTACIONES;CATEGORY;341;TCD;44
EXPORTACIONES;CATEGORY;341;TCO;332
EMICRON;CATEGORY;194;TEMPORADA_ALTA;2577
EXPORTACIONES;CATEGORY;341;TGO;216
EXPORTACIONES;CATEGORY;341;THA;372
EXPORTACIONES;CATEGORY;341;TJK;162
EXPORTACIONES;CATEGORY;341;TKL;2
EXPORTACIONES;CATEGORY;341;TKM;114
EXPORTACIONES;CATEGORY;341;TLS;6
EMICRON;CATEGORY;194;TODAS;2577
EXPORTACIONES;CATEGORY;341;TON;44
EMICRON;CATEGORY;194;TRADICION;2742
EMICRON;CATEGORY;194;TRANSFERENCIA;2580
EXPORTACIONES;CATEGORY;341;TRB;372
EXPORTACIONES;CATEGORY;341;TTO;372
EXPORTACIONES;CATEGORY;341;TUN;286
EXPORTACIONES;CATEGORY;341;TUR;362
EXPORTACIONES;CATEGORY;341;TWN;362
EXPORTACIONES;CATEGORY;341;TZA;308
GEIH;CATEGORY;599;U;3144
EXPORTACIONES;CATEGORY;341;UGA;238
EXPORTACIONES;CATEGORY;341;UKR;362
EMICRON;CATEGORY;194;UNO;2742
EMICRON;CATEGORY;194;UN_FAMILIAR;2742
EXPORTACIONES;CATEGORY;341;URY;362
EXPORTACIONES;CATEGORY;341;USA;362
EMICRON;CATEGORY;194;USUFRUCTO;2742
EXPORTACIONES;CATEGORY;341;UZB;128
EXPORTACIONES;CATEGORY;341;VAT;2
EXPORTACIONES;CATEGORY;341;VCT;348
EMICRON;CATEGORY;194;VEHICULO;2742
EXPORTACIONES;CATEGORY;341;VEN;362
EXPORTACIONES;CATEGORY;341;VGB;324
EXPORTACIONES;CATEGORY;341;VIR;192
EMICRON;CATEGORY;194;VIVIENDA;5319
EXPORTACIONES;CATEGORY;341;VNM;362
EXPORTACIONES;CATEGORY;341;VUP;2
EXPORTACIONES;CATEGORY;341;VUT;28
EXPORTACIONES;CATEGORY;341;WSM;4
EXPORTACIONES;CATEGORY;341;XCF;372
EXPORTACIONES;CATEGORY;341;YEM;246
EXPORTACIONES;CATEGORY;341;YOP;44
EXPORTACIONES;CATEGORY;341;ZAF;362
EXPORTACIONES;CATEGORY;341;ZMB;126
EXPORTACIONES;CATEGORY;341;ZWE;118
EXPORTACIONES;CATEGORY;341;ZZZ;70
EMICRON;CATEGORY;194;_NI;5484
EMICRON;CATEGORY;194;_T;18627
GEIH;CATEGORY;599;_T;3234788
EXPORTACIONES;CATEGORY;341;_U;838
EMICRON;CATEGORY_LABEL;202;"1 persona ocupada";18627
EMICRON;CATEGORY_LABEL;202;"10 años y más";2742
EMICRON;CATEGORY_LABEL;202;"2 a 3 personas ocupadas";18627
EMICRON;CATEGORY_LABEL;202;"4 a 9 personas ocupadas";18605
EMICRON;CATEGORY_LABEL;202;"4 o más";2742
EXPORTACIONES;CATEGORY_LABEL;356;ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN;372
EXPORTACIONES;CATEGORY_LABEL;356;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS;116
EXPORTACIONES;CATEGORY_LABEL;356;AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA;372
EMICRON;CATEGORY_LABEL;202;Actividades ambientales;1958
EMICRON;CATEGORY_LABEL;202;Actividades artísticas y otros servicios;18618
GEIH;CATEGORY_LABEL;643;Actividades artísticas, de entretenimiento y recreación;10504
EMICRON;CATEGORY_LABEL;202;Actividades artísticas, de entretenimiento, de recreación y otras actividades de servicios;2742
EXPORTACIONES;CATEGORY_LABEL;356;Actividades cinematográficas, de video y producción de programas de televisión, grabación de sonido y edición de música;360
EXPORTACIONES;CATEGORY_LABEL;356;Actividades creativas, artísticas y de entretenimiento;372
EXPORTACIONES;CATEGORY_LABEL;356;"Actividades de arquitectura e ingeniería; ensayos y análisis técnicos";54
